char_code,dt,nominal,name,value,num_code
CZK,2018-04-04,10,Чешских крон,27.9947,203
DKK,2018-04-04,10,Датских крон,95.2292,208
EUR,2018-04-04,1,Евро,70.9207,978
GBP,2018-04-04,1,Фунт стерлингов Соединенного королевства,81.0128,826
HKD,2018-04-04,10,Гонконгских долларов,73.3065,344
HUF,2018-04-04,100,Венгерских форинтов,22.708,348
INR,2018-04-04,100,Индийских рупий,88.526,356
JPY,2018-04-04,100,Японских иен,54.2091,392
KGS,2018-04-04,100,Киргизских сомов,84.0577,417
KRW,2018-04-04,1000,Вон Республики Корея,54.4778,410
KZT,2018-04-04,100,Казахстанских тенге,17.9589,398
MDL,2018-04-04,10,Молдавских леев,35.0958,498
NOK,2018-04-04,10,Норвежских крон,73.2887,578
PLN,2018-04-04,1,Польский злотый,16.8544,985
RON,2018-04-04,1,Румынский лей,15.2256,946
SEK,2018-04-04,10,Шведских крон,68.7195,752
SGD,2018-04-04,1,Сингапурский доллар,43.9352,702
TJS,2018-04-04,10,Таджикских сомони,65.1983,972
TMT,2018-04-04,1,Новый туркменский манат,16.4628,934
TRY,2018-04-04,1,Турецкая лира,14.4799,949
UAH,2018-04-04,10,Украинских гривен,21.8815,980
USD,2018-04-04,1,Доллар США,57.5375,840
UZS,2018-04-04,10000,Узбекских сумов,71.0261,860
XDR,2018-04-04,1,СДР (специальные права заимствования),83.682,960
ZAR,2018-04-04,10,Южноафриканских рэндов,48.7399,710
AMD,2018-04-05,100,Армянских драмов,12.0343,051
AUD,2018-04-05,1,Австралийский доллар,44.3401,036
AZN,2018-04-05,1,Азербайджанский манат,33.9293,944
BGN,2018-04-05,1,Болгарский лев,36.3345,975
BRL,2018-04-05,1,Бразильский реал,17.2896,986
BYN,2018-04-05,1,Белорусский рубль,29.3519,933
CAD,2018-04-05,1,Канадский доллар,45.0617,124
CHF,2018-04-05,1,Швейцарский франк,60.379,756
CNY,2018-04-05,10,Китайских юаней,91.6971,156
CZK,2018-04-05,10,Чешских крон,28.0642,203
DKK,2018-04-05,10,Датских крон,95.403,208
EUR,2018-04-05,1,Евро,70.958,978
GBP,2018-04-05,1,Фунт стерлингов Соединенного королевства,81.3499,826
HKD,2018-04-05,10,Гонконгских долларов,73.592,344
HUF,2018-04-05,100,Венгерских форинтов,22.7765,348
INR,2018-04-05,100,Индийских рупий,88.7901,356
JPY,2018-04-05,100,Японских иен,54.4487,392
KGS,2018-04-05,100,Киргизских сомов,84.3895,417
KRW,2018-04-05,1000,Вон Республики Корея,54.3593,410
KZT,2018-04-05,100,Казахстанских тенге,18.0512,398
MDL,2018-04-05,10,Молдавских леев,35.2546,498
NOK,2018-04-05,10,Норвежских крон,73.716,578
PLN,2018-04-05,1,Польский злотый,16.8858,985
RON,2018-04-05,1,Румынский лей,15.2566,946
SEK,2018-04-05,10,Шведских крон,68.8962,752
SGD,2018-04-05,1,Сингапурский доллар,43.9977,702
TJS,2018-04-05,10,Таджикских сомони,65.4927,972
TMT,2018-04-05,1,Новый туркменский манат,16.5278,934
TRY,2018-04-05,1,Турецкая лира,14.4019,949
UAH,2018-04-05,10,Украинских гривен,22.0014,980
USD,2018-04-05,1,Доллар США,57.7646,840
UZS,2018-04-05,10000,Узбекских сумов,71.3064,860
XDR,2018-04-05,1,СДР (специальные права заимствования),83.9008,960
ZAR,2018-04-05,10,Южноафриканских рэндов,48.6918,710
AMD,2018-04-06,100,Армянских драмов,11.9958,051
AUD,2018-04-06,1,Австралийский доллар,44.2902,036
AZN,2018-04-06,1,Азербайджанский манат,33.8206,944
BGN,2018-04-06,1,Болгарский лев,36.1023,975
BRL,2018-04-06,1,Бразильский реал,17.2953,986
BYN,2018-04-06,1,Белорусский рубль,29.3101,933
CAD,2018-04-06,1,Канадский доллар,45.0897,124
CHF,2018-04-06,1,Швейцарский франк,59.8665,756
CNY,2018-04-06,10,Китайских юаней,91.3208,156
CZK,2018-04-06,10,Чешских крон,27.8782,203
DKK,2018-04-06,10,Датских крон,94.8015,208
EUR,2018-04-06,1,Евро,70.5926,978
GBP,2018-04-06,1,Фунт стерлингов Соединенного королевства,80.8763,826
HKD,2018-04-06,10,Гонконгских долларов,73.3535,344
HUF,2018-04-06,100,Венгерских форинтов,22.6691,348
INR,2018-04-06,100,Индийских рупий,88.5057,356
JPY,2018-04-06,100,Японских иен,53.77,392
KGS,2018-04-06,100,Киргизских сомов,84.0578,417
KRW,2018-04-06,1000,Вон Республики Корея,54.3422,410
KZT,2018-04-06,100,Казахстанских тенге,18.0147,398
MDL,2018-04-06,10,Молдавских леев,35.2546,498
NOK,2018-04-06,10,Норвежских крон,73.7623,578
PLN,2018-04-06,1,Польский злотый,16.7856,985
RON,2018-04-06,1,Румынский лей,15.1477,946
SEK,2018-04-06,10,Шведских крон,68.5765,752
SGD,2018-04-06,1,Сингапурский доллар,43.8134,702
TJS,2018-04-06,10,Таджикских сомони,65.246,972
TMT,2018-04-06,1,Новый туркменский манат,16.4748,934
TRY,2018-04-06,1,Турецкая лира,14.292,949
UAH,2018-04-06,10,Украинских гривен,22.1014,980
USD,2018-04-06,1,Доллар США,57.5796,840
UZS,2018-04-06,10000,Узбекских сумов,71.078,860
XDR,2018-04-06,1,СДР (специальные права заимствования),83.5808,960
ZAR,2018-04-06,10,Южноафриканских рэндов,48.314,710
AMD,2018-04-07,100,Армянских драмов,12.0486,051
AUD,2018-04-07,1,Австралийский доллар,44.4332,036
AZN,2018-04-07,1,Азербайджанский манат,33.9696,944
BGN,2018-04-07,1,Болгарский лев,36.1503,975
BRL,2018-04-07,1,Бразильский реал,17.2905,986
BYN,2018-04-07,1,Белорусский рубль,29.4691,933
CAD,2018-04-07,1,Канадский доллар,45.2564,124
CHF,2018-04-07,1,Швейцарский франк,60.0178,756
CNY,2018-04-07,10,Китайских юаней,91.723,156
CZK,2018-04-07,10,Чешских крон,27.8923,203
DKK,2018-04-07,10,Датских крон,94.958,208
EUR,2018-04-07,1,Евро,70.7069,978
GBP,2018-04-07,1,Фунт стерлингов Соединенного королевства,80.9838,826
HKD,2018-04-07,10,Гонконгских долларов,73.6823,344
HUF,2018-04-07,100,Венгерских форинтов,22.6939,348
INR,2018-04-07,100,Индийских рупий,88.9947,356
JPY,2018-04-07,100,Японских иен,53.8409,392
KGS,2018-04-07,100,Киргизских сомов,84.4897,417
KRW,2018-04-07,1000,Вон Республики Корея,54.1205,410
KZT,2018-04-07,100,Казахстанских тенге,18.0963,398
MDL,2018-04-07,10,Молдавских леев,35.3072,498
NOK,2018-04-07,10,Норвежских крон,73.7208,578
PLN,2018-04-07,1,Польский злотый,16.8453,985
RON,2018-04-07,1,Румынский лей,15.169,946
SEK,2018-04-07,10,Шведских крон,68.6423,752
SGD,2018-04-07,1,Сингапурский доллар,43.8629,702
TJS,2018-04-07,10,Таджикских сомони,65.5334,972
TMT,2018-04-07,1,Новый туркменский манат,16.5474,934
TRY,2018-04-07,1,Турецкая лира,14.2597,949
UAH,2018-04-07,10,Украинских гривен,22.2243,980
USD,2018-04-07,1,Доллар США,57.8332,840
UZS,2018-04-07,10000,Узбекских сумов,71.3911,860
XDR,2018-04-07,1,СДР (специальные права заимствования),83.9275,960
ZAR,2018-04-07,10,Южноафриканских рэндов,47.947,710
AMD,2018-04-08,100,Армянских драмов,12.0486,051
AUD,2018-04-08,1,Австралийский доллар,44.4332,036
AZN,2018-04-08,1,Азербайджанский манат,33.9696,944
BGN,2018-04-08,1,Болгарский лев,36.1503,975
BRL,2018-04-08,1,Бразильский реал,17.2905,986
BYN,2018-04-08,1,Белорусский рубль,29.4691,933
CAD,2018-04-08,1,Канадский доллар,45.2564,124
CHF,2018-04-08,1,Швейцарский франк,60.0178,756
CNY,2018-04-08,10,Китайских юаней,91.723,156
CZK,2018-04-08,10,Чешских крон,27.8923,203
DKK,2018-04-08,10,Датских крон,94.958,208
EUR,2018-04-08,1,Евро,70.7069,978
GBP,2018-04-08,1,Фунт стерлингов Соединенного королевства,80.9838,826
HKD,2018-04-08,10,Гонконгских долларов,73.6823,344
HUF,2018-04-08,100,Венгерских форинтов,22.6939,348
INR,2018-04-08,100,Индийских рупий,88.9947,356
JPY,2018-04-08,100,Японских иен,53.8409,392
KGS,2018-04-08,100,Киргизских сомов,84.4897,417
KRW,2018-04-08,1000,Вон Республики Корея,54.1205,410
KZT,2018-04-08,100,Казахстанских тенге,18.0963,398
MDL,2018-04-08,10,Молдавских леев,35.3072,498
NOK,2018-04-08,10,Норвежских крон,73.7208,578
PLN,2018-04-08,1,Польский злотый,16.8453,985
RON,2018-04-08,1,Румынский лей,15.169,946
SEK,2018-04-08,10,Шведских крон,68.6423,752
SGD,2018-04-08,1,Сингапурский доллар,43.8629,702
TJS,2018-04-08,10,Таджикских сомони,65.5334,972
TMT,2018-04-08,1,Новый туркменский манат,16.5474,934
TRY,2018-04-08,1,Турецкая лира,14.2597,949
UAH,2018-04-08,10,Украинских гривен,22.2243,980
USD,2018-04-08,1,Доллар США,57.8332,840
UZS,2018-04-08,10000,Узбекских сумов,71.3911,860
XDR,2018-04-08,1,СДР (специальные права заимствования),83.9275,960
ZAR,2018-04-08,10,Южноафриканских рэндов,47.947,710
AMD,2018-04-09,100,Армянских драмов,12.0486,051
AUD,2018-04-09,1,Австралийский доллар,44.4332,036
AZN,2018-04-09,1,Азербайджанский манат,33.9696,944
BGN,2018-04-09,1,Болгарский лев,36.1503,975
BRL,2018-04-09,1,Бразильский реал,17.2905,986
BYN,2018-04-09,1,Белорусский рубль,29.4691,933
CAD,2018-04-09,1,Канадский доллар,45.2564,124
CHF,2018-04-09,1,Швейцарский франк,60.0178,756
CNY,2018-04-09,10,Китайских юаней,91.723,156
CZK,2018-04-09,10,Чешских крон,27.8923,203
DKK,2018-04-09,10,Датских крон,94.958,208
EUR,2018-04-09,1,Евро,70.7069,978
GBP,2018-04-09,1,Фунт стерлингов Соединенного королевства,80.9838,826
HKD,2018-04-09,10,Гонконгских долларов,73.6823,344
HUF,2018-04-09,100,Венгерских форинтов,22.6939,348
INR,2018-04-09,100,Индийских рупий,88.9947,356
JPY,2018-04-09,100,Японских иен,53.8409,392
KGS,2018-04-09,100,Киргизских сомов,84.4897,417
KRW,2018-04-09,1000,Вон Республики Корея,54.1205,410
KZT,2018-04-09,100,Казахстанских тенге,18.0963,398
MDL,2018-04-09,10,Молдавских леев,35.3072,498
NOK,2018-04-09,10,Норвежских крон,73.7208,578
PLN,2018-04-09,1,Польский злотый,16.8453,985
RON,2018-04-09,1,Румынский лей,15.169,946
SEK,2018-04-09,10,Шведских крон,68.6423,752
SGD,2018-04-09,1,Сингапурский доллар,43.8629,702
TJS,2018-04-09,10,Таджикских сомони,65.5334,972
TMT,2018-04-09,1,Новый туркменский манат,16.5474,934
TRY,2018-04-09,1,Турецкая лира,14.2597,949
UAH,2018-04-09,10,Украинских гривен,22.2243,980
USD,2018-04-09,1,Доллар США,57.8332,840
UZS,2018-04-09,10000,Узбекских сумов,71.3911,860
XDR,2018-04-09,1,СДР (специальные права заимствования),83.9275,960
ZAR,2018-04-09,10,Южноафриканских рэндов,47.947,710
AMD,2018-04-10,100,Армянских драмов,12.1833,051
AUD,2018-04-10,1,Австралийский доллар,44.9418,036
AZN,2018-04-10,1,Азербайджанский манат,34.4032,944
BGN,2018-04-10,1,Болгарский лев,36.7749,975
BRL,2018-04-10,1,Бразильский реал,17.3854,986
BYN,2018-04-10,1,Белорусский рубль,29.6189,933
CAD,2018-04-10,1,Канадский доллар,45.8018,124
CHF,2018-04-10,1,Швейцарский франк,61.0309,756
CNY,2018-04-10,10,Китайских юаней,92.8084,156
CZK,2018-04-10,10,Чешских крон,28.3652,203
DKK,2018-04-10,10,Датских крон,96.5887,208
EUR,2018-04-10,1,Евро,71.8847,978
GBP,2018-04-10,1,Фунт стерлингов Соединенного королевства,82.6325,826
HKD,2018-04-10,10,Гонконгских долларов,74.619,344
HUF,2018-04-10,100,Венгерских форинтов,23.0751,348
INR,2018-04-10,100,Индийских рупий,90.141,356
JPY,2018-04-10,100,Японских иен,54.6655,392
KGS,2018-04-10,100,Киргизских сомов,85.5057,417
KRW,2018-04-10,1000,Вон Республики Корея,54.7263,410
KZT,2018-04-10,100,Казахстанских тенге,18.2722,398
MDL,2018-04-10,10,Молдавских леев,35.6404,498
NOK,2018-04-10,10,Норвежских крон,74.9608,578
PLN,2018-04-10,1,Польский злотый,17.1442,985
RON,2018-04-10,1,Румынский лей,15.4241,946
